0	0.000000	0.000000	0.000000
1	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000
3	0.000000	0.000000	0.000000
4	0.000000	0.000000	0.000000
5	0.000000	0.000000	0.000000
6	0.000000	0.000000	0.000000
7	0.000000	0.000000	0.000000
8	0.000000	0.000000	0.000000
9	0.000000	0.000000	0.000000
10	0.000000	0.000000	0.000000
11	0.000000	0.000000	0.000000
12	0.000000	0.000000	0.000000
13	0.000000	0.000000	0.000000
14	0.000000	0.000000	0.000000
15	0.000000	0.000000	0.000000
16	0.000000	0.000000	0.000000
17	0.000001	0.000000	0.000000
18	0.000001	0.000000	0.000000
19	0.000001	0.000000	0.000000
20	0.000001	0.000001	0.000001
21	0.000002	0.000001	0.000001
22	0.000005	0.000002	0.000001
23	0.000006	0.000002	0.000002
24	0.000012	0.000003	0.000004
25	0.000017	0.000007	0.000006
26	0.000028	0.000008	0.000011
27	0.000045	0.000014	0.000016
28	0.000071	0.000022	0.000025
29	0.000110	0.000037	0.000040
30	0.000173	0.000061	0.000064
31	0.000275	0.000103	0.000103
32	0.000435	0.000159	0.000170
33	0.000682	0.000245	0.000264
34	0.001074	0.000388	0.000407
35	0.001658	0.000593	0.000623
36	0.002557	0.000917	0.000956
37	0.003802	0.001378	0.001446
38	0.005490	0.002001	0.002094
39	0.007658	0.002799	0.002942
40	0.010127	0.003756	0.003951
41	0.012643	0.004733	0.005000
42	0.015130	0.005728	0.006085
43	0.017188	0.006574	0.007191
44	0.018900	0.007395	0.008139
45	0.020158	0.008012	0.009010
46	0.020905	0.008411	0.009656
47	0.021112	0.008714	0.010235
48	0.020932	0.008789	0.010694
49	0.020432	0.008724	0.010930
50	0.019608	0.008491	0.011047
51	0.018297	0.008149	0.011079
52	0.016711	0.007563	0.010945
53	0.014810	0.006836	0.010505
54	0.012500	0.006015	0.009939
55	0.010337	0.005098	0.009277
56	0.008200	0.004302	0.008550
57	0.006354	0.003491	0.007806
58	0.004907	0.002844	0.007024
59	0.003883	0.002281	0.006415
60	0.003269	0.001906	0.005828
61	0.002969	0.001636	0.005341
62	0.002810	0.001455	0.004873
63	0.002783	0.001367	0.004416
64	0.002714	0.001276	0.004002
65	0.002674	0.001227	0.003562
66	0.002579	0.001159	0.003151
67	0.002490	0.001119	0.002775
68	0.002355	0.001069	0.002407
69	0.002256	0.001006	0.002125
70	0.002109	0.000960	0.001850
71	0.001957	0.000882	0.001637
72	0.001809	0.000841	0.001461
73	0.001678	0.000777	0.001321
