New_days	New_S_Mean	New_E_Mean	New_IP_Mean	New_IA_Mean	New_TotalInfectious	New_H_Mean	New_ICU_Mean	New_Recovered_Mean	New_DeadCovid_Mean
261	0.000002	0.000009	0.000024	0.000019	0.000028	0.000012	0.000002	0.000092	0.000002
262	0.000002	0.000009	0.000023	0.000018	0.000027	0.000011	0.000002	0.000089	0.000002
263	0.000002	0.000008	0.000021	0.000017	0.000025	0.000010	0.000002	0.000085	0.000002
264	0.000002	0.000008	0.000020	0.000016	0.000024	0.000010	0.000002	0.000080	0.000002
265	0.000002	0.000007	0.000019	0.000014	0.000023	0.000010	0.000001	0.000076	0.000002
266	0.000002	0.000006	0.000018	0.000015	0.000019	0.000009	0.000001	0.000073	0.000002
267	0.000002	0.000006	0.000016	0.000012	0.000019	0.000008	0.000001	0.000070	0.000002
268	0.000002	0.000006	0.000015	0.000012	0.000018	0.000007	0.000001	0.000067	0.000002
269	0.000002	0.000006	0.000014	0.000012	0.000017	0.000007	0.000001	0.000064	0.000002
270	0.000002	0.000005	0.000014	0.000011	0.000016	0.000006	0.000001	0.000061	0.000002
271	0.000002	0.000005	0.000013	0.000010	0.000015	0.000006	0.000001	0.000059	0.000002
272	0.000002	0.000005	0.000012	0.000009	0.000014	0.000006	0.000001	0.000057	0.000002
273	0.000002	0.000004	0.000012	0.000009	0.000013	0.000005	0.000001	0.000052	0.000002
274	0.000002	0.000004	0.000011	0.000009	0.000012	0.000005	0.000001	0.000049	0.000002
275	0.000001	0.000004	0.000010	0.000007	0.000011	0.000005	0.000001	0.000047	0.000001
276	0.000002	0.000004	0.000009	0.000008	0.000011	0.000004	0.000001	0.000046	0.000002
277	0.000002	0.000003	0.000009	0.000008	0.000010	0.000004	0.000001	0.000045	0.000002
278	0.000001	0.000003	0.000008	0.000006	0.000010	0.000004	0.000001	0.000042	0.000001
279	0.000001	0.000003	0.000008	0.000007	0.000009	0.000004	0.000001	0.000038	0.000001
280	0.000002	0.000003	0.000007	0.000006	0.000008	0.000003	0.000001	0.000038	0.000002
281	0.000001	0.000003	0.000007	0.000005	0.000007	0.000003	0.000001	0.000036	0.000001
282	0.000001	0.000002	0.000006	0.000005	0.000007	0.000003	0.000001	0.000034	0.000001
283	0.000002	0.000002	0.000006	0.000005	0.000007	0.000002	0.000001	0.000033	0.000002
284	0.000001	0.000003	0.000006	0.000005	0.000006	0.000003	0.000001	0.000030	0.000001
285	0.000001	0.000002	0.000006	0.000004	0.000006	0.000002	0.000001	0.000029	0.000001
286	0.000001	0.000002	0.000005	0.000004	0.000005	0.000002	0.000000	0.000027	0.000001
287	0.000001	0.000002	0.000005	0.000004	0.000005	0.000002	0.000000	0.000025	0.000001
288	0.000001	0.000002	0.000004	0.000003	0.000005	0.000002	0.000001	0.000024	0.000001
289	0.000001	0.000002	0.000005	0.000003	0.000004	0.000002	0.000001	0.000023	0.000001
290	0.000001	0.000002	0.000004	0.000003	0.000005	0.000002	0.000000	0.000021	0.000001
291	0.000001	0.000002	0.000004	0.000003	0.000004	0.000002	0.000000	0.000019	0.000001
